year_month,Mkt-RF,SMB,HML,RF,MOM,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,BIG LoBM,ME5 BM2,ME5 BM3,ME5 BM4,BIG HiBM,Lo PRIOR,PRIOR 2,PRIOR 3,PRIOR 4,PRIOR 5,PRIOR 6,PRIOR 7,PRIOR 8,PRIOR 9,Hi PRIOR
199604,    2.06,    5.25,   -4.13,    0.46,  -0.91,   8.5736,   9.8907,   9.0490,   6.4319,   5.4725,  10.4345,   9.0057,   2.7374,   3.8226,   6.5227,   5.9102,   4.4127,   2.0489,   0.9197,   1.7440,   6.3134,   4.2935,   3.9763,   0.0161,  -1.9829,   1.4656,   3.1902,   1.1020,  -0.3488,  -1.7716,  10.26,   3.63,   5.73,   2.96,   1.71,   0.26,   0.66,   1.69,   0.50,   6.35
199605,    2.36,    3.09,   -0.89,    0.42,   1.55,   8.3118,   6.2771,   7.9339,   6.7664,   5.4601,   6.0877,   4.4373,   4.5555,   4.1152,   7.9801,   3.2686,   3.3198,   2.2034,   1.2896,   1.1375,   2.8334,   0.2643,   0.5304,   1.5726,   1.1239,   3.9933,   1.3225,   0.8237,   3.1094,   1.9414,   0.97,   3.39,   2.57,   3.48,   1.70,   1.53,   2.06,   3.81,   2.32,   5.00
199606,   -1.14,   -3.93,    2.33,    0.40,   1.01,  -7.6837,  -5.8322,  -5.4086,  -2.9289,  -2.5879,  -6.8633,  -3.6012,  -2.4857,  -0.6201,  -5.3394,  -7.3591,  -3.3467,  -1.1817,  -0.6577,   0.1242,  -4.2776,  -1.8908,  -1.4581,   0.6546,   1.8549,   1.5224,  -1.2248,   0.3513,  -0.8489,   0.7446,  -6.90,  -2.86,  -1.23,   0.82,  -1.77,   0.01,   1.41,   1.46,  -1.57,  -4.12
199607,   -5.97,   -4.29,    5.18,    0.45,  -0.11, -15.1151,  -9.7153,  -8.2614,  -4.2813,  -5.5412, -15.3346,  -9.7861,  -7.8700,  -5.3751,  -5.5376, -11.3228,  -7.8083,  -6.0375,  -5.4351,  -6.0630,  -8.8945,  -5.7389,  -4.7409,  -4.3970,  -4.3836,  -5.0065,  -4.6903,  -2.8821,  -3.4277,  -4.5627, -11.40,  -7.51,  -6.14,  -3.89,  -5.27,  -4.15,  -3.54,  -4.42,  -4.71, -10.83
199608,    2.77,    2.44,   -0.79,    0.41,  -0.05,   4.5994,   5.0340,   3.7874,   4.0031,   3.9443,   7.7897,   6.0274,   3.2795,   4.8805,   4.9382,   8.3290,   5.8675,   6.5212,   6.4700,   4.6235,   5.8845,   5.0863,   5.8314,   4.9317,   4.1000,   1.2449,   2.8787,   3.9821,   2.2554,   3.1062,   4.53,   4.33,   5.13,   3.00,   4.37,   2.85,   1.89,   2.78,   1.65,   5.79
199609,    5.01,   -0.97,   -2.80,    0.44,   2.70,   2.4145,   3.3268,   2.1799,   3.4428,   2.6287,   5.8364,   3.0534,   2.1633,   4.0161,   3.5789,   8.0350,   4.2395,   3.1166,   2.5157,   2.5689,   5.8458,   5.0201,   2.5178,   4.2381,   3.6956,   7.2176,   4.4615,   3.5918,   3.3427,   5.1851,   5.15,   2.84,   3.29,   4.99,   3.64,   3.90,   5.48,   5.48,   6.56,   8.02
199610,    0.86,   -4.43,    4.87,    0.42,   3.91,  -5.5980,  -2.4884,  -1.2202,   0.8274,   0.9574,  -5.3721,  -1.8153,   0.2519,   2.4014,   0.9015,  -6.6187,  -2.6197,   0.3821,   0.9262,   0.7734,  -3.8030,   0.4498,   2.5470,   3.0058,   3.6733,   1.6102,   1.2186,   5.6141,   5.7767,   4.7934,  -7.82,  -4.05,  -0.60,   2.67,   1.48,   4.21,   2.55,   3.71,   2.94,  -1.03
199611,    6.25,   -4.05,    1.45,    0.41,  -2.23,  -0.6109,   1.4543,   3.3396,   4.5367,   4.3378,   0.9551,   3.7760,   4.5421,   4.6239,   3.8238,   1.7145,   5.8419,   6.2403,   6.7840,   4.6108,   5.4289,   5.4622,   5.6891,   6.7215,   8.1208,   7.5063,   7.2174,   8.4308,   8.5637,   6.6807,  11.86,   8.41,   4.99,   6.34,   7.32,   5.90,   8.52,   8.02,   6.12,   1.59
199612,   -1.70,    3.10,    1.23,    0.46,   0.61,  -0.7993,   0.6754,   2.4944,   2.6071,   1.6372,   1.5344,   1.9683,   3.1397,   3.4222,   2.2114,  -0.4389,   0.8176,   1.4868,   0.9009,   1.2222,  -2.3405,   0.3782,  -0.4244,  -0.0029,   2.2802,  -2.0310,  -0.5386,  -2.6564,  -2.6748,  -1.3331,   0.71,  -1.10,  -0.32,   0.38,  -0.63,  -0.70,  -2.73,  -2.05,  -2.75,   0.84
199701,    4.98,   -1.95,   -1.51,    0.45,   1.95,   6.5792,   4.7932,   6.3718,   5.0395,   3.9746,   4.0546,   2.7784,   2.2760,   0.8134,   1.7134,   0.2795,   4.2095,   0.7357,   3.4339,   4.9137,   2.4491,   2.7592,   4.6082,   1.5889,   5.3338,   7.8072,   4.9219,   5.4296,   5.0039,   3.9044,   3.08,   2.00,   4.44,   3.20,   3.11,   3.54,   5.80,   7.69,   6.15,   9.10
199702,   -0.49,   -3.26,    5.75,    0.39,  -2.05,  -6.0888,  -5.2206,  -2.2500,   0.6012,   0.8016,  -9.0194,  -3.1235,  -0.5465,   0.8550,   2.1544,  -6.5470,  -1.6217,   0.2971,   2.0521,   1.5619,  -3.9046,   1.8541,   0.3921,   2.3395,   3.7014,   0.8401,  -1.7266,   0.1598,   2.8346,   5.0958,  -2.96,   0.07,   0.66,   1.64,   1.22,   1.03,   2.74,   0.78,  -1.60,  -6.85
199703,   -5.02,   -0.40,    3.43,    0.43,   0.96,  -9.5571,  -6.2506,  -4.1638,  -2.5241,  -2.0331,  -9.4164,  -5.9148,  -2.5949,  -2.6996,  -1.2267,  -8.0433,  -3.6050,  -3.3228,  -2.7732,  -2.2142,  -7.5721,  -3.7302,  -3.2883,  -4.2186,  -4.2483,  -5.4948,  -0.7544,  -4.0491,  -5.6919,  -5.4653,  -7.83,  -4.16,  -3.63,  -5.28,  -2.81,  -2.60,  -4.99,  -3.43,  -6.39,  -4.43
199704,    4.04,   -5.72,    0.02,    0.43,   4.92,  -5.5245,  -3.9653,  -2.9928,  -1.3204,  -2.5309,  -4.3127,  -0.5680,  -0.2195,   2.4584,   0.0328,  -0.9950,   2.4059,   3.6098,   3.2702,   0.8301,   2.3790,   1.9537,   2.4693,   2.9962,   2.3025,   7.9282,   2.5128,   6.2054,   4.9788,   1.3183,  -2.87,   1.56,  -0.24,   1.49,   2.66,   2.86,   5.93,   6.93,   6.93,   8.97
199705,    6.74,    5.13,   -4.08,    0.49,  -5.16,  12.4713,  11.6203,  11.1671,   8.7474,   7.9860,  17.3636,  14.5311,   9.6829,   9.0683,   8.8497,  15.0760,  11.0893,   7.8242,   6.7477,   7.9952,   9.3678,   7.9403,   5.5887,   7.3558,   7.0606,   6.1401,   7.1726,   5.8358,   4.6531,   6.5676,  17.49,  12.34,  10.87,   6.40,   5.48,   7.13,   5.80,   7.24,   5.34,   6.13
199706,    4.10,    1.20,    1.54,    0.37,   2.62,   3.8682,   4.9742,   5.6008,   7.3648,   7.2844,   2.4361,   5.6073,   6.1526,   5.4288,   6.6818,   3.8468,   3.7841,   4.9098,   5.3983,   5.3253,   2.3165,   3.8946,   4.9220,   2.8012,   4.5672,   4.6683,   2.5622,   4.9954,   4.6252,   3.9963,   1.45,   1.79,   6.07,   3.67,   3.07,   3.62,   3.89,   4.36,   5.93,   4.51
199707,    7.33,   -2.73,    0.32,    0.43,   3.81,   3.6144,   5.1517,   6.4789,   6.2138,   5.6961,   5.4642,   5.1498,   3.5783,   5.3379,   5.4342,   4.7096,   7.5530,   6.9018,   5.3243,   5.5493,   6.5079,   7.0878,   6.5944,   7.8243,   5.6208,   7.4330,   9.0625,  10.7894,   6.4438,   8.1751,   4.12,   4.60,   5.28,   7.65,   4.49,   8.30,   5.77,   6.71,   7.47,  15.24
199708,   -4.15,    7.32,    1.16,    0.41,  -2.55,   5.6676,   4.5447,   3.8763,   3.7595,   4.2306,   3.5832,   2.1864,   3.8982,   2.0727,   3.8958,   2.6203,   2.9271,   1.5598,  -0.1210,   1.0898,   0.3440,  -0.1354,   0.5113,  -0.9587,   0.4235,  -7.0857,  -3.6155,  -5.0210,  -4.4342,  -5.8160,   1.55,   1.38,  -2.15,  -2.33,  -2.48,  -3.27,  -4.23,  -6.58,  -6.73,  -2.68
199709,    5.35,    2.54,    0.27,    0.44,   1.45,  10.5899,   9.8230,   9.7999,   7.9434,   8.9258,   7.6152,   8.1200,   7.3287,   7.7948,   7.7576,   6.7841,   7.1201,   7.3570,   6.7879,   7.0540,   5.3190,   5.1776,   5.4725,   5.8658,   3.9967,   4.8939,   5.3602,   6.6073,   6.2123,   7.3495,   4.10,   6.84,   5.37,   4.69,   4.93,   6.72,   5.02,   4.93,   6.23,   6.92
199710,   -3.80,   -0.79,    2.31,    0.42,  -0.38,  -5.6006,  -3.6980,  -4.6382,  -0.6114,  -1.2014,  -6.1659,  -4.6608,  -4.3950,  -3.2819,  -2.8251,  -6.4109,  -3.7029,  -3.4216,  -2.6108,  -3.1340,  -7.2843,  -5.2814,  -2.5816,  -4.3170,  -4.7485,  -2.6649,  -3.9919,  -3.1609,  -1.0281,  -2.9320,  -5.99,  -4.89,   0.28,  -3.37,  -1.43,  -3.44,  -2.83,  -3.04,  -1.64,  -7.87
199711,    2.98,   -5.14,    1.24,    0.39,   0.29,  -3.2351,  -3.5942,  -2.2726,  -0.4117,  -0.2383,  -3.2774,  -2.8289,  -0.0841,  -0.2219,  -0.2041,  -3.4605,  -2.1415,   1.0617,   2.8943,   1.3810,   1.2444,  -0.1542,   4.1718,   3.1204,   3.3178,   5.6234,   4.4962,   2.4309,   4.8683,   3.5612,  -1.80,   2.81,   5.27,   5.53,   2.80,   5.19,   4.28,   3.31,   1.76,   1.17
199712,    1.32,   -2.70,    4.10,    0.48,   3.95,  -6.0008,  -3.1509,  -1.6089,   0.4397,   1.1607,  -1.3006,  -1.2326,   1.5140,   3.5759,   2.7349,   1.2137,  -0.6582,   2.6843,   5.3896,   3.6151,  -1.8462,   2.0547,   2.7699,   6.0789,   1.6240,   1.1487,   1.7255,   3.5320,   4.6813,   3.0823,  -2.90,   0.01,   2.08,   2.41,   1.45,   1.22,   3.34,   5.40,   0.75,   1.40
199801,    0.15,   -1.02,   -1.64,    0.43,   0.11,   0.2318,  -0.8858,  -1.5064,  -0.5374,  -0.7932,   0.2904,  -1.8929,  -1.9396,  -1.9443,  -1.8076,  -0.4733,  -0.9578,  -1.9367,  -4.6585,   1.5347,  -1.0535,  -0.9853,  -1.7617,  -1.9173,   1.2765,   3.8831,  -0.5657,  -3.4043,   0.0704,   0.6571,   0.05,  -0.60,  -0.46,  -1.34,   0.80,  -0.74,   2.24,  -0.47,   1.29,   2.62
199802,    7.04,    0.21,   -0.59,    0.39,  -1.15,   6.2293,   6.8349,   5.6969,   5.3422,   6.7627,   9.0027,   8.6029,   9.2188,   6.6778,   7.5082,   9.0041,   9.1704,   6.9067,   8.9002,   8.8894,   9.6647,   7.6506,   7.2904,   5.9206,   6.3391,   6.7350,   7.3167,   9.4341,   7.3947,   6.9989,   8.43,   8.50,   8.09,   8.04,   7.40,   8.84,   5.22,   6.40,   6.42,   9.82
199803,    4.76,   -1.17,    1.46,    0.39,   2.15,   4.4767,   6.2265,   5.1001,   4.8030,   5.0163,   4.5776,   6.1778,   2.7971,   4.0458,   4.7204,   4.5740,   3.1944,   5.2145,   3.4593,   5.9622,   3.7016,   5.1584,   4.9871,   4.5102,   7.7828,   5.1778,   3.8586,   5.4653,   8.4029,   7.0592,   4.52,   2.72,   4.49,   3.60,   5.04,   5.52,   5.00,   6.08,   5.62,   6.51
199804,    0.73,    0.03,    0.96,    0.43,   0.78,   2.4890,   2.3957,   3.9094,   2.2375,   2.7136,  -0.1669,   1.2995,   1.0507,   2.3535,   1.9224,   1.1494,   0.2670,   0.2995,  -0.1815,   0.6048,  -0.1473,   0.1188,  -0.0406,   0.6443,   0.3749,   0.9708,   2.2632,   1.1446,   2.7194,  -1.4327,   4.66,  -0.76,   0.38,   0.28,   1.79,  -1.09,  -0.01,   2.10,   0.42,   5.53
199805,   -3.07,   -3.39,    3.35,    0.40,   1.88,  -6.5949,  -6.3615,  -3.7957,  -3.3548,  -2.3883,  -8.9520,  -5.9863,  -5.0892,  -3.2051,  -2.9847,  -7.4287,  -6.6299,  -4.6812,  -4.4739,  -2.3790,  -5.0290,  -3.2193,  -3.5300,  -2.7120,  -3.5433,  -2.4359,  -1.3877,  -1.5319,   0.7356,  -0.9298,  -8.58,  -4.50,  -2.70,  -2.49,  -2.09,  -1.73,  -2.22,  -2.62,   0.10,  -3.46
199806,    3.18,   -3.35,   -1.87,    0.41,   7.26,  -0.3085,   0.9622,  -2.2490,  -0.6671,  -1.3127,   2.0731,  -2.0468,   0.4505,  -1.4811,  -0.0188,   3.9743,  -2.0077,  -1.3093,   0.3028,   0.1025,   1.4200,  -0.8439,   0.2231,   1.5326,   0.9730,   7.0322,   1.7859,   2.3422,   5.2484,   0.9477,  -3.67,  -1.44,   0.46,   1.79,   0.66,   2.15,   7.22,   3.24,   5.37,   9.61
199807,   -2.46,   -4.92,   -1.62,    0.40,   3.68,  -7.8052,  -7.1437,  -6.1753,  -6.4002,  -5.5074,  -7.6458,  -7.9768,  -8.0863,  -9.0856,  -6.8857,  -7.8295,  -7.8631,  -7.9365,  -8.1579,  -8.2848,  -6.0848,  -4.9046,  -5.9294,  -5.0450,  -4.6989,   0.3982,  -2.4082,  -1.3180,  -2.7494,  -2.3370,  -7.21,  -5.54,  -1.63,  -2.56,  -4.19,  -4.06,  -0.68,  -1.61,  -1.09,   0.94
199808,  -16.08,   -5.65,    3.68,    0.43,   1.88, -27.8452, -21.5210, -20.4690, -19.1086, -18.6265, -25.7748, -20.4296, -17.6695, -16.1539, -18.7512, -23.0971, -21.5092, -17.0450, -16.6972, -17.8493, -19.6586, -19.3510, -17.5636, -12.0887, -12.8472, -12.8794, -17.0488, -17.3077, -15.4399, -12.5155, -21.69, -19.08, -12.82, -14.51, -17.71, -16.11, -14.12, -13.85, -13.59, -16.85
199809,    6.15,    0.08,   -3.39,    0.46,  -0.71,   6.7971,   4.0682,   3.3385,   3.4122,   1.5688,  12.1621,   8.2701,   5.0547,   4.2191,   5.8854,  11.6617,   5.6067,   8.6660,   4.6565,   2.3066,   5.7386,   8.0282,   6.4449,   5.7625,   6.3163,   8.5522,   3.3457,   2.3393,   3.8325,   9.9202,  14.01,   8.34,   8.39,   9.50,   6.96,   5.74,   3.69,   6.84,   3.56,   8.53
199810,    7.13,   -3.14,   -2.30,    0.32,  -5.36,   3.4911,   3.4506,   0.8769,   3.1112,   1.1277,   5.2408,   5.7117,   3.5594,   3.0349,   2.4682,   3.8655,   6.5145,   4.9407,   4.2762,   3.6689,   8.9700,   9.1332,   6.4371,   4.0910,   3.0818,   7.8099,   8.3971,   9.3953,   8.2330,   3.2214,  13.29,  11.40,   9.80,   8.51,   6.61,  10.83,   8.23,   9.50,   7.74,   4.21
199811,    6.10,    1.20,   -3.21,    0.31,   1.16,  10.1789,   9.0171,   5.8127,   6.2768,   8.9966,   9.2739,   7.0957,   4.2030,   3.9418,   6.0480,   9.3569,   6.1571,   3.1418,   3.0034,   3.1395,   7.7544,   1.9163,   4.3098,   3.6700,   3.2730,   7.3754,   6.4565,   5.3792,   5.0126,   4.9313,   3.54,   2.97,   8.93,   7.73,   5.96,   6.73,   4.09,   6.76,   5.16,   7.53
199812,    6.16,   -0.54,   -4.14,    0.38,   8.99,   4.6998,   1.4895,   3.1850,   1.4772,   1.3233,   7.2752,   4.9054,   3.1018,   4.6711,   4.6468,  11.5181,   7.6034,   3.9861,   4.5527,   3.8607,  10.1926,   5.1936,   3.3166,   3.1138,   2.2493,   8.9840,   2.1733,   2.6218,   3.2790,   5.0308,  -1.01,   0.96,  -2.20,  -1.48,   1.86,   1.90,   4.23,   4.53,   5.90,  12.99
199901,    3.50,    0.78,   -4.95,    0.35,   3.04,   8.0002,   5.6214,   4.7045,   4.3602,   4.1851,   6.1929,   0.6172,  -0.9697,  -3.0349,   1.2723,   4.9332,   1.1248,  -2.6299,  -1.1855,  -3.2391,   1.6702,  -2.7946,  -1.8121,  -3.9448,  -2.7619,   5.9958,   1.3741,   2.0224,   1.7609,  -0.2376,   2.13,   1.50,  -1.11,  -1.49,   1.91,  -0.25,   1.18,   1.30,   0.63,   9.00
199902,   -4.08,   -6.08,    1.89,    0.35,  -0.16,  -7.5889,  -8.3110,  -6.0032,  -5.7531,  -5.7059,  -9.2918, -10.2826,  -6.5376,  -7.8972, -10.6681,  -9.0447,  -8.8622,  -5.9351,  -6.2160,  -6.4433,  -4.6724,  -4.2315,  -3.7532,  -3.5741,  -2.1757,  -4.7297,  -0.6148,   0.3161,  -0.9764,  -1.2177,  -6.92,  -5.56,  -3.66,  -2.17,  -4.63,  -0.60,  -2.54,  -2.27,  -4.98,  -4.65
199903,    3.45,   -3.75,   -2.78,    0.43,  -1.29,  -1.9408,  -7.7476,  -1.0687,  -3.9436,  -3.2155,   0.5339,  -0.3441,   1.1917,   0.0813,  -3.6563,   4.8418,   1.9114,   2.6683,  -0.8365,   0.0198,   3.4507,   3.9249,   1.6267,   0.1882,   0.1061,   4.3467,   3.1981,   4.9529,   3.1808,   2.0625,  10.59,   3.32,   2.63,   2.61,   3.06,  -0.46,   2.26,   2.46,   2.62,   5.67
199904,    4.33,    3.99,    2.38,    0.37,  -9.06,   8.2985,   8.2250,  11.1493,  12.2588,   8.5634,  10.5077,   9.2613,   9.1251,   8.4076,   7.2632,   7.5356,  13.0637,   8.4240,  11.0053,   8.9542,   6.2803,  11.4202,   8.3688,  11.4846,   9.1214,   0.7650,   8.7652,   7.3885,   5.5769,   2.2409,  17.86,  13.06,  14.66,  11.79,  11.98,   9.92,   5.72,  10.37,   4.03,  -0.84
199905,   -2.46,    3.36,    2.40,    0.34,  -5.28,   1.7109,   4.2086,   1.4731,   2.4227,   4.2858,   0.9120,   2.7399,   0.3647,   4.6525,   3.6732,  -0.4895,   0.2269,   0.6133,   1.6729,   2.8471,   2.8440,  -0.5195,   2.0106,   1.9917,   0.7347,  -3.1938,  -1.5950,  -1.8918,  -0.6632,   2.9241,   7.25,   4.83,   3.95,   1.13,  -0.19,   0.03,  -0.51,  -0.89,  -3.33,  -2.91
199906,    4.77,    3.11,   -3.60,    0.40,   4.88,   6.8034,   8.4889,   8.3344,   5.5452,   6.2989,   8.6109,   8.1436,   5.8991,   4.4385,   6.9827,   4.8316,   4.3262,   3.6009,   1.6713,   5.4495,   7.5034,   9.1125,   3.0304,   2.3647,   4.1240,   7.0101,   2.9977,   2.7033,  -0.0718,   0.0356,   1.43,   4.92,   2.42,   1.17,   0.83,  -0.08,   3.68,   1.29,   5.48,   8.57
199907,   -3.49,    2.58,   -0.38,    0.38,   1.51,   0.9675,   2.0669,   1.2874,   1.2813,   1.7436,  -1.7427,  -1.2153,  -1.6969,  -1.2610,  -4.0005,  -2.5333,  -2.3270,  -2.3549,  -1.5762,  -1.3432,  -2.8748,  -1.8633,  -0.7220,  -1.0536,  -1.1553,  -2.8750,  -4.2694,  -5.1332,  -2.6054,  -9.0908,  -4.05,  -4.73,  -1.97,  -3.58,  -3.45,  -2.91,  -5.01,  -4.09,  -2.25,  -1.74
199908,   -1.38,   -0.98,   -1.67,    0.39,   2.92,  -3.4948,  -1.5648,  -1.9504,  -1.7908,  -3.4934,  -3.0624,  -4.0403,  -4.6990,  -2.8933,  -4.1791,  -1.8373,  -5.2348,  -4.4475,  -3.5926,  -0.8440,  -1.4841,  -5.0869,  -2.4851,  -1.9537,  -6.7910,   0.5950,  -2.3552,  -3.2030,  -4.2819,  -0.9195,  -5.31,  -4.57,  -1.27,  -4.14,  -4.00,   0.08,  -2.09,   0.26,  -1.94,   1.01
199909,   -2.79,    3.39,   -3.54,    0.39,   6.46,   2.2122,  -0.5942,  -1.1475,  -2.2073,  -3.9416,   0.0054,   1.2061,  -1.0481,  -1.7216,  -1.4557,   3.5195,   0.5636,  -2.3975,  -3.1909,  -2.7548,   1.3214,  -3.5519,  -3.0714,  -4.4996,  -1.1810,  -1.9234,  -3.4485,  -6.6469,  -9.5738,  -8.7093,  -6.32,  -5.38,  -9.78,  -6.89,  -6.69,  -3.72,  -1.87,  -0.38,  -1.41,   0.23
199910,    6.12,   -6.70,   -3.30,    0.39,   5.47,  -0.3318,  -0.2350,  -0.5436,  -0.7201,  -2.5699,   2.7599,  -0.6990,  -1.2942,  -0.5573,  -5.1515,   2.5664,   0.9408,  -0.8882,  -1.5643,   0.4516,   7.8861,   1.1799,   2.3297,   4.3719,   4.5756,   6.3458,  10.2785,   8.2009,   4.4311,   6.0452,  -4.21,   1.11,   1.18,   4.91,   9.61,   5.30,   4.69,   7.92,   7.39,   5.95
199911,    3.37,    7.11,   -6.12,    0.36,   5.62,  20.0299,  12.5855,   9.4010,   8.0082,   6.5027,  11.7887,   9.0273,   3.7997,   4.6073,   2.8146,  11.7572,   7.4317,  -0.8019,  -0.4127,   0.6779,  11.6273,  -1.0798,  -1.5414,   0.6205,   3.2789,   4.1574,   0.1102,  -3.3094,  -5.9299,  -0.4093,   2.81,   4.70,  -0.96,  -1.76,  -2.96,  -0.88,   0.71,   0.02,   1.04,  10.42
199912,    7.72,    7.02,   -8.39,    0.44,  13.19,  25.1764,  26.4474,   8.3033,  12.0340,   7.4045,  17.4713,  12.0126,   3.7428,   4.8518,   6.9396,  15.6622,  10.4230,   1.0252,   4.1851,   2.7058,  21.3898,   3.7156,   0.6215,   7.0493,   2.9488,   7.8333,   4.5774,  -1.0679,   0.3137,  -1.0526,  -0.34,   2.36,  -2.65,  -3.92,  -1.26,  -2.63,  -4.77,   2.80,   3.17,  21.80
200001,   -4.74,    5.62,   -1.46,    0.41,   1.86,   9.6286,   6.3615,   4.9351,   3.4844,   5.0194,   0.2394,  -1.7549,  -3.2922,   0.9305,  -2.8484,  -3.4797,  -5.2945,  -0.9560,  -4.5893,  -5.5216,  -3.9086,  -3.5063,  -3.7924,  -4.0492,  -9.2751,  -4.9654,  -3.8525,  -4.9784,  -6.7075,  -9.0658,  -4.40,  -2.99,  -5.77,  -3.83,  -2.76,  -0.66,  -1.28,  -3.14,  -8.84,  -2.72
200002,    2.45,   21.13,   -9.05,    0.43,  18.36,  38.3214,  42.4214,  21.0566,  26.3689,  14.7430,  28.1148,  18.5182,   3.2152,   9.8939,  14.3692,  23.1302,  13.7810,   1.8653,   0.4577,  -0.8279,  26.0441,   0.6335,  -2.4163,   2.9911,  -3.7066,   0.3695,  -5.6415,  -7.6176, -10.2472, -10.7792,  -3.09,  -6.75,  -8.80,  -6.27, -10.57,  -4.14,  -6.12,  -3.43,  -2.91,  23.05
200003,    5.20,  -16.72,    7.49,    0.47,  -6.39, -13.6965, -19.4849,  -8.0186,  -7.7281,  -2.4755, -13.2249,  -5.9305,   1.1186,  -0.8616,  -2.6620, -13.2468,  -2.0849,  10.8780,   5.6200,  13.8018,  -3.0763,  12.6931,  14.7050,   9.8484,  12.8903,   9.2370,  11.2394,  10.0274,  15.8776,  21.4935,   8.66,  13.46,  13.62,   9.62,   9.17,  12.01,  11.21,   8.57,  13.24,  -0.67
200004,   -6.40,   -7.04,    7.68,    0.46,  -8.57, -23.6139, -17.9621, -10.0048, -11.5807,  -9.9033, -11.8025,  -9.0504,  -4.2752,  -3.4077,  -2.7539,  -9.9668,  -0.6917,  -2.0156,   3.7787,   0.2747,  -7.1800,  -2.9792,   2.5431,   1.5937,   1.5979,  -4.2890,  -2.6495,   0.3384,   2.9508,  -0.6757,  -2.27,   0.56,   4.40,   2.24,  -0.57,  -2.71, -11.89,  -0.92,  -4.20,  -8.79
200005,   -4.42,   -6.21,    4.91,    0.50,  -9.08, -14.5688,  -9.2393,  -5.6934,  -7.5324,  -6.6969,  -9.9534,  -5.6163,  -5.0687,  -7.2787,  -1.3077,  -5.4800,  -2.5987,  -2.0934,  -0.4945,   3.1658,  -7.5602,   0.7759,  -0.1485,  -2.1743,   0.9875,  -3.4862,  -1.5362,   4.9492,   1.5819,   6.4563,   1.15,   5.15,   5.98,   4.28,  -0.80,   1.82,   2.60,  -3.28,  -3.16, -11.49
200006,    4.64,   12.60,   -8.19,    0.40,  16.59,  28.7407,  29.1684,  18.0955,  17.8418,  11.0079,  14.3008,  11.4301,   3.1667,   4.5301,  10.0531,  14.6968,   2.8721,   1.3123,  -0.9480,   2.6453,  11.1935,   2.5770,  -3.7310,  -3.1039,  -4.5368,   5.6984,  -4.6324,  -6.2329,  -8.1738,  -3.0924,  -5.17,  -5.39,  -5.50,  -2.73,   6.98,  -3.51,  -3.08,   3.25,   3.43,  13.22
200007,   -2.51,   -3.10,    8.38,    0.48,  -0.11,  -8.7833,  -1.5970,   0.7029,   1.2968,   1.2749,  -7.6050,  -1.3316,   1.7064,   1.6784,   0.2184, -10.1244,  -0.8791,   3.7459,   2.5189,   7.8691,  -7.2734,  -1.4907,   3.3705,   2.7074,   1.8432,  -2.9966,   0.5111,   5.2817,   7.1569,   2.3107,  -4.71,   0.94,  -6.06,  -0.01,  -3.68,  -0.84,   0.46,   1.31,  -0.49,  -3.25
200008,    7.03,   -0.68,   -1.46,    0.50,   5.70,   9.2738,   8.6859,   3.7630,   5.3196,   5.5820,   8.0932,   4.2180,   3.8924,   6.5006,   7.6747,   8.4204,  10.5519,   6.1861,   6.6716,   7.7736,  14.1715,   5.6479,   6.1338,   7.0929,   6.7473,   7.5087,   6.2934,  11.5836,   5.6160,   5.6996,   6.95,   8.14,   3.42,   4.34,   3.07,   4.20,   3.12,   4.68,   5.82,  14.11
200009,   -5.45,   -1.89,    7.30,    0.51,   2.20, -10.9874,  -1.2618,  -2.7322,  -0.4182,  -0.7704,  -4.0996,  -3.5881,   0.0891,  -1.4840,  -2.3821, -10.4501,  -3.0008,  -0.9462,   3.0411,   1.7174,  -9.7548,  -0.5839,  -0.3044,   2.1472,  -0.6868,  -6.0483,  -2.7085,   2.4603,   9.1817,  -1.6371, -12.52,  -1.70,  -7.79,   3.79,  -2.65,   2.72,   1.70,   0.72,  -1.38, -11.75
200010,   -2.76,   -3.80,    5.69,    0.56,  -4.63, -12.3256, -10.4719,  -3.1187,  -5.1705,  -4.7207,  -9.3626,  -0.4726,  -0.9406,   0.1360,  -2.0798, -10.4313,  -1.9940,   0.0352,  -0.5743,   2.0210,  -5.5901,   1.9370,   2.1286,  -2.3333,   4.0095,  -2.1235,   1.7225,  -5.1279,   2.6800,   3.3731,  -8.36,   4.95,   2.67,   7.72,   0.75,   1.31,   0.19,  -1.33,  -2.13,  -7.80
200011,  -10.72,   -3.47,   12.55,    0.51,  -2.40, -21.2261, -13.0627,  -6.4045,  -4.8141,  -4.4638, -18.2103,  -6.5061,  -2.9743,  -4.4860,  -3.3234, -20.7257,  -6.5861,  -5.4519,   0.1317,   1.8440, -19.0639,  -1.2832,   0.9150,   1.4390,   0.9671, -10.5782,  -6.3999,  -6.7092,   1.1829,   0.5480, -23.76,  -8.67,  -3.50,  -3.50,   0.26,  -8.79,  -3.51,  -7.04,  -9.57, -24.57
